id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,city,last_seen,occupation_type,occupation_name,career_start,career_end,result
24648,1,29.8.1994,1,1.0,2057.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),False,2,6,Moscow,2020-01-16 21:36:29,university,РЭУ им. Г. В. Плеханова,False,False,1
87350,2,16.8.1986,0,1.0,18.0,2009.0,Full-time,0.0,Student (Specialist),Русский;English,6,2,Chelyabinsk,2020-05-14 09:22:00,work,Ваше сознание,False,False,1
22158,1,31.8.1986,0,1.0,413.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Chelyabinsk,2020-07-04 09:47:33,university,РГППУ,2010,2015,1
77070,2,25.1,0,1.0,161.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),English,0,0,Saint Petersburg,2020-11-03 20:15:02,university,РГПУ им. А. И. Герцена,False,False,1
44292,2,29.9.1991,1,1.0,108.0,2013.0,Full-time,1.0,Student (Specialist),Русский,6,1,Saint Petersburg,2020-09-30 20:19:44,university,СПбГТИ (ТУ),False,False,0
26724,1,26.1,1,1.0,112.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Balta,2020-08-21 03:56:37,work,Балтський військовий комісаріат,2008,False,1
31982,2,7.6.1989,0,1.0,67.0,2011.0,Full-time,4.0,Student (Specialist),Русский,1,2,Kirishi,2020-08-20 13:50:32,work,кинеф,2011,False,1
86933,2,26.8.1992,0,1.0,98.0,0.0,Full-time,0.0,Student (Specialist),False,0,0,Moscow,2020-02-13 16:02:04,university,МФЮА,False,False,1
86278,2,24.1.1988,0,1.0,459.0,2010.0,Full-time,7.0,Student (Specialist),Русский,1,2,Ivanovo,2020-01-10 19:16:43,work,"7ITSet | Разработка: веб, десктоп, 1С, сайты",False,False,1
88462,2,8.5,1,1.0,140.0,2008.0,Full-time,1.0,Alumnus (Specialist),Русский,6,5,Orenburg,2020-01-02 09:03:39,university,ОГУ,False,False,1
15183,2,17.8,1,1.0,33.0,2007.0,Full-time,4.0,Alumnus (Specialist),Русский,1,2,Perm,2020-02-19 08:41:55,university,ПГГПУ,False,False,0
55102,2,28.6.1993,0,1.0,71.0,0.0,Full-time,0.0,Student (Specialist),False,False,False,Zhodino,2020-05-04 05:33:27,university,БГУ,False,False,0
97717,1,17.5.1986,0,1.0,352.0,2008.0,Full-time,4.0,Alumnus (Bachelor's),Русский,0,0,,2020-08-03 03:51:18,university,ЯГТИ,False,False,1
58831,1,20.11.1992,0,1.0,677.0,2014.0,,0.0,Student (Specialist),False,0,0,Moscow,2020-07-11 23:00:06,university,СПбГУ,False,False,1
73690,2,,0,1.0,27.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Kharkiv,2020-06-06 21:18:34,university,ХНПУ им. Г. С. Сковороды,False,False,0
35833,1,,0,1.0,1184.0,2011.0,Full-time,0.0,Student (Specialist),Русский,0,0,,2020-01-28 03:30:50,university,ПГФА,False,False,1
65633,2,26.6.1988,1,1.0,380.0,2010.0,Full-time,0.0,Student (Specialist),Русский,False,False,Saint Petersburg,2020-11-22 23:47:27,university,РХГА (РХГИ),2007,2017,0
69980,1,16.8,1,1.0,642.0,2007.0,Distance Learning,4.0,Alumnus (Bachelor's),Русский,6,2,Belgorod,2020-06-17 00:24:55,university,СГА (ТФ),False,False,1
70939,1,21.12.1993,1,1.0,889.0,2015.0,Full-time,4.0,Alumnus (Bachelor's),False,0,0,Chelyabinsk,2020-01-10 10:19:50,work,РФЯЦ-ВНИИТФ им. академика Е.И. Забабахина,False,False,1
16085,2,21.12.1993,1,1.0,181.0,0.0,Full-time,0.0,Student (Bachelor's),Русский,2,5,Petrozavodsk,2020-11-08 10:04:43,university,ПетрГУ,False,False,0
29788,2,27.7.1988,1,1.0,174.0,2011.0,Full-time,4.0,Alumnus (Specialist),False,0,0,Moscow,2020-07-07 10:46:49,university,УГНТУ (ОктФ),False,False,0
83947,1,2.8,0,1.0,72.0,1988.0,Full-time,4.0,Alumnus (Specialist),False,False,2,Kaluga,2020-09-14 22:57:14,university,МГУПБ,1998,2009,1
95082,2,24.5.1986,1,1.0,381.0,2008.0,Full-time,7.0,Alumnus (Specialist),Українська,False,6,Dolinskaya,2020-01-04 02:44:54,work,"К.4ІК.Поезія,література,музика,кіно та інше UKR",False,False,1
15613,2,,1,1.0,516.0,2014.0,Full-time,0.0,Alumnus (Specialist),Русский,6,6,Saint Petersburg,2020-08-04 14:44:24,university,ГУАП,2010,2013,0
53065,1,,0,1.0,264.0,2013.0,Full-time,0.0,Alumnus (Specialist),English,0,0,Dublin,2020-04-12 23:32:57,university,СПбГУТ им. Бонч-Бруевича,False,False,1
58254,2,1.12.1988,1,1.0,223.0,2012.0,Distance Learning,6.0,Alumnus (Specialist),Русский,1,2,Samara,2020-08-30 02:50:06,work,Danone Россия,2013,False,0
24154,1,8.5.1987,1,1.0,122.0,2011.0,,0.0,Alumnus (Specialist),False,False,False,Velikie Luki,2020-07-27 21:19:18,university,РосЗИТЛП (бывш. ВЗИТЛП),False,False,1
6898,1,10.11,1,1.0,609.0,2019.0,Distance Learning,0.0,Alumnus (Master's),False,0,0,Kostroma,2020-11-17 00:57:02,,,False,False,1
11596,2,23.7.1991,1,1.0,451.0,2013.0,Distance Learning,0.0,Student (Specialist),Русский,0,0,Kazan,2020-04-05 06:52:01,university,СамГУПС,False,False,0
93330,2,29.8.1990,1,1.0,211.0,0.0,Distance Learning,1.0,PhD,Русский;Українська;English,6,1,Kyiv,2020-02-19 22:52:32,university,КПИ им. И. Сикорского,2005,False,0
88078,2,24.12.1984,0,1.0,61.0,2007.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Moscow,2020-05-31 17:37:14,work,"ООО ""Энтузиаст""",2007,False,0
58231,2,3.7.1990,0,1.0,104.0,2012.0,Full-time,4.0,Student (Specialist),False,False,False,Penza,2020-05-28 21:35:23,university,РГУИТП (ПФ),False,False,1
29151,2,16.5.1978,1,1.0,121.0,2014.0,Distance Learning,4.0,Student (Specialist),False,5,2,Arkhangelsk,2020-01-09 09:42:53,work,"АО ""2 АОАО""",2001,2001,0
61737,1,9.10,0,1.0,725.0,0.0,Full-time,0.0,Student (Specialist),Русский,0,0,Moscow,2020-07-25 22:40:17,university,ВГСПУ (ВГПУ),False,False,1
80166,2,,1,1.0,198.0,0.0,Full-time,4.0,Student (Bachelor's),Русский,False,False,Moscow,2020-06-29 09:56:10,university,СИ РУДН,False,False,0
50871,2,29.7.1994,1,1.0,985.0,2016.0,Full-time,0.0,Student (Bachelor's),Русский,6,1,Nizhny Novgorod,2020-02-15 09:32:20,university,РГУ нефти и газа (НИУ) им. И. М. Губкина,False,False,1
98032,1,25.9,0,1.0,434.0,0.0,,1.0,Student (Specialist),Русский,False,False,Moscow,2020-11-08 23:29:43,university,МГК им. П. И. Чайковского,2018,False,1
82636,2,7.9.1990,0,1.0,205.0,2012.0,Full-time,4.0,Student (Specialist),Русский,False,False,Kemerovo,2020-12-08 22:13:29,work,Первый Бит,2007,False,0
772,1,17.8,1,1.0,495.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Русский,False,False,Novosibirsk,2020-02-08 15:11:24,university,СГУГиТ (бывш. СГГА),False,False,1
5677,1,29.6.1972,1,1.0,149.0,0.0,,0.0,Alumnus (Specialist),False,False,False,Saint Petersburg,2020-03-06 15:54:21,university,МПСУ (бывш. МПСИ),2006,2011,1
9462,1,12.3.1993,0,1.0,157.0,2015.0,Full-time,0.0,Student (Specialist),Русский;English;Français,0,0,Minsk,2020-02-17 23:04:47,work,Belavia,False,False,1
49110,2,,0,1.0,81.0,2014.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Saint Petersburg,2020-04-22 20:14:25,university,Филиал УрФУ (бывш. Филиал УрГУ),False,False,0
85049,2,,0,1.0,316.0,2002.0,Full-time,0.0,Alumnus (Specialist),Русский;English;ʻŌlelo Hawaiʻi,6,6,Sevastopol,2020-08-14 04:04:54,university,МГАВМиБ им. К. И. Скрябина (бывш. МВА),False,False,1
16315,1,1.7.2000,1,1.0,280.0,2021.0,Full-time,3.0,Alumnus (Bachelor's),Русский,4,1,Moscow,2020-07-12 02:48:10,university,РТУ МИРЭА,False,False,1
33577,2,20.3,1,1.0,541.0,2016.0,Full-time,1.0,Alumnus (Bachelor's),Русский,False,2,Moscow,2020-03-10 09:14:05,work,Государственный исторический музей,2017,False,1
78876,2,29.5.1990,0,1.0,30.0,2013.0,Full-time,6.0,Student (Specialist),Русский;English,1,2,Moscow,2020-11-23 07:25:34,university,ОмГУ им. Достоевского,2012,2018,0
45216,1,,0,1.0,622.0,2014.0,Distance Learning,4.0,Student (Specialist),Русский;English;Polski,1,0,,2020-10-04 11:03:20,work,"ПАО ""ЛУКОЙЛ""",False,False,0
95439,2,29.11.1991,0,1.0,26.0,0.0,Full-time,0.0,Student (Specialist),Русский,False,False,Moscow,2020-03-02 15:35:01,,,False,False,1
18606,2,,1,1.0,126.0,2018.0,Full-time,0.0,Student (Specialist),False,False,False,,2020-08-09 11:55:22,university,МГТУ им. Н. Э. Баумана,False,False,0
58969,1,9.9,1,1.0,69.0,2009.0,Full-time,4.0,Student (Master's),False,False,False,Moscow,2020-02-13 02:30:43,university,РГАУ — МСХА им. К. А. Тимирязева,False,False,1
94160,1,,1,1.0,138.0,2010.0,Full-time,0.0,Alumnus (Specialist),Русский;English,0,0,Kemerovo,2020-02-09 01:40:09,university,КузГТУ им. Т. Ф. Горбачёва,False,False,1
2470,2,19.9.1986,0,1.0,66.0,2010.0,Distance Learning,4.0,Student (Specialist),False,0,0,Tula,2020-09-27 10:41:41,university,ТулГУ,False,False,0
77364,2,26.4.1989,1,1.0,71.0,2015.0,Full-time,4.0,Student (Specialist),Русский,False,False,Volkhov (poselok),2020-11-17 20:23:14,work,"ООО ""УРБИС-СПБ""",2014,False,0
29118,2,9.3,1,1.0,410.0,0.0,Full-time,1.0,Alumnus (Specialist),Русский,False,False,Dnipropetrovsk (Dnipro),2020-09-14 13:28:20,work,Фотограф,2009,False,1
78064,2,5.3.1988,1,1.0,179.0,2011.0,Full-time,4.0,Student (Specialist),False,False,False,Kazan,2020-07-29 17:31:09,university,АСО (бывш. КСЮИ),False,False,0
17758,1,15.9,1,1.0,628.0,1998.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Kotlas,2020-02-08 20:36:18,work,Пед. колледж,1998,False,1
77486,1,22.6,1,1.0,205.0,2010.0,Distance Learning,4.0,Student (Specialist),Русский,0,0,Kostanay,2020-01-29 03:02:11,university,КИНЭУ им. Дулатова,False,False,1
70473,1,24.6,0,1.0,53.0,2005.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Moscow,2020-08-20 19:34:50,university,УдГУ,False,False,1
9899,2,6.2.1982,0,1.0,49.0,2005.0,Full-time,0.0,Alumnus (Specialist),Русский,False,False,Yakutsk,2020-09-07 00:57:06,university,СВФУ им. М. К. Аммосова (бывш. ЯГУ),False,False,0
60651,2,,0,1.0,37.0,2001.0,Full-time,4.0,Candidate of Sciences,Русский,False,False,Irkutsk,2020-08-24 12:26:49,university,БГУ,False,False,1
65561,1,8.1.1998,0,1.0,33.0,0.0,,0.0,Student (Bachelor's),Русский,0,0,Moscow,2020-06-22 05:21:08,,,False,False,1
97577,2,4.12.1994,1,1.0,1290.0,2015.0,Full-time,0.0,Student (Bachelor's),Русский;Deutsch;Українська,False,False,Dnipropetrovsk (Dnipro),2020-01-21 21:40:32,university,ДНУ им. Олеся Гончара,False,False,1
18086,1,,0,1.0,33.0,2003.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Voronezh,2020-10-17 02:21:12,university,ВГУ,False,False,1
22636,2,28.2.1987,0,1.0,136.0,2008.0,Full-time,0.0,Student (Bachelor's),Русский;English;Français,1,5,Yekaterinburg,2020-07-30 18:52:25,work,the Kurt,2006,False,1
34415,2,23.11.1988,0,1.0,107.0,2011.0,Full-time,4.0,Student (Bachelor's),Русский,1,0,Kyzylorda,2020-08-04 02:45:52,work,акимат Кызылординской области,2013,False,0
26274,2,25.4.1990,1,1.0,587.0,0.0,Distance Learning,0.0,Student (Bachelor's),Русский;English,4,3,Moscow,2020-02-04 07:35:49,university,НИЕВ,False,False,1
2351,2,20.8,1,1.0,36.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Sarov,2020-07-18 22:03:01,university,ВА РХБЗ и ИВ (бывш. КВВКУРХБЗ),False,False,0
95779,1,28.9,1,1.0,466.0,2014.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English;Български;Español,0,0,Murmansk,2020-10-14 05:19:18,university,ПетрГУ,False,False,1
25246,2,,0,1.0,224.0,2013.0,Full-time,2.0,Student (Master's),Русский;Українська;English,6,2,Odessa,2020-04-13 04:02:24,university,ОГАСА (бывш. ОИСИ),False,False,1
87505,2,1.4,0,1.0,5.0,0.0,,0.0,PhD,Русский;English,1,2,,2020-10-30 05:25:22,university,МОФ МосУ МВД России им. В. Я. Кикотя,False,False,0
22268,1,23.9.1992,1,1.0,1277.0,0.0,Full-time,1.0,Student (Specialist),False,False,False,Moscow,2020-10-30 11:45:36,university,РУДН,False,False,1
71012,2,28.11,0,1.0,38.0,2009.0,,4.0,Alumnus (Specialist),Русский,False,False,Sarov,2020-11-19 22:13:31,work,Российский Федеральный Ядерный Центр,2006,False,0
44043,1,,1,1.0,3021.0,2008.0,Full-time,4.0,Alumnus (Specialist),Русский,3,2,Murmansk,2020-05-26 02:48:20,work,Мурманконгресс,2008,False,1
26062,2,21.3,1,1.0,8.0,0.0,Full-time,4.0,Student (Master's),Русский;日本語,0,0,Tokyo,2020-03-08 16:06:49,work,Konohagakure,False,False,0
4078,1,28.11.1991,1,1.0,408.0,2015.0,Full-time,4.0,Alumnus (Specialist),False,1,False,Minsk,2020-02-25 14:44:14,university,БНТУ (Политех),False,False,1
48445,1,13.6.1981,0,1.0,119.0,2003.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,Apatity,2020-09-18 03:22:34,university,КФ ПетрГУ,False,False,1
75806,1,23.10,1,1.0,381.0,2010.0,,0.0,Alumnus (Specialist),Русский,0,0,,2020-03-07 22:40:32,university,"СПбГУВМ (бывш. СПбГАВМ, ЛВИ)",False,False,1
75170,2,17.9.1981,0,1.0,150.0,2006.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Veliky Novgorod,2020-07-01 11:05:34,work,"ООО ""Механикз""",2006,False,1
24512,2,,0,1.0,1584.0,2005.0,Full-time,4.0,Alumnus (Specialist),Русский,0,0,Sochi,2020-05-27 13:08:53,university,БашГУ,False,False,0
66327,1,21.8.1993,1,1.0,1209.0,2015.0,Distance Learning,0.0,Student (Bachelor's),Українська,1,0,Lviv,2020-06-03 20:37:18,university,ЛНУ им. Ивана Франко,False,False,1
4447,1,,1,1.0,999.0,0.0,,0.0,Alumnus (Specialist),Русский,0,0,Kyiv,2020-07-14 02:12:04,work,Телеканал СТБ,2009,False,1
4696,1,21.2.1994,1,1.0,87.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,Moscow,2020-08-07 17:57:34,work,EPAM Global,False,False,1
97269,2,3.1.1986,1,1.0,151.0,2008.0,Full-time,7.0,Alumnus (Specialist),Русский,6,0,Podolsk,2020-12-22 00:50:19,work,НО МОКА,2008,False,1
55814,1,21.3,0,1.0,894.0,2012.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Nizhny Novgorod,2020-06-30 22:19:52,university,НГЛУ им. Н. А. Добролюбова,False,False,1
15865,2,,1,1.0,783.0,0.0,Distance Learning,2.0,Undergraduate applicant,Русский;Українська;English,1,2,Kryvyi Rih,2020-08-12 08:48:14,university,НМетАУ,False,False,0
75883,1,16.5.1993,0,1.0,1249.0,0.0,Part-time,2.0,Student (Bachelor's),Русский;English;日本語;Español;Português,0,0,Moscow,2020-11-11 15:30:37,work,English for Breakfast | Английский,False,False,1
7065,2,27.5.1982,0,1.0,29.0,2005.0,Distance Learning,4.0,Alumnus (Specialist),Русский,False,False,Usogorsk,2020-11-01 18:48:55,work,Помощник арбитражного управляющего,False,False,0
35678,2,5.2,1,1.0,385.0,0.0,Full-time,4.0,PhD,Русский;Башҡортса,1,2,Ufa,2020-07-17 23:21:09,university,УГАТУ,False,False,0
76605,2,19.3.1975,1,1.0,27.0,1997.0,Full-time,4.0,Alumnus (Specialist),False,False,False,Horki,2020-05-22 07:33:15,university,БГСХА,False,False,1
18945,2,28.2.1974,1,1.0,14.0,1996.0,Full-time,1.0,Alumnus (Specialist),Русский,0,2,Yekaterinburg,2020-01-19 11:01:24,university,УрГУПС,False,False,0
51101,1,19.2.1995,0,1.0,413.0,2017.0,Full-time,0.0,Alumnus (Bachelor's),Русский,0,0,Yekaterinburg,2020-04-23 00:46:39,work,"Российские железные дороги (ОАО ""РЖД"")",False,False,1
96381,2,27.2,0,1.0,34.0,2010.0,Full-time,1.0,Student (Specialist),Русский,False,False,Stavropol,2020-12-08 09:00:31,university,СтГАУ (СГСХА),False,False,1
25954,2,30.5,0,1.0,54.0,1999.0,Full-time,0.0,Alumnus (Specialist),False,False,False,Demidov,2020-02-03 01:50:02,university,СмолГУ (бывш. СГПУ),False,False,0
78112,2,11.12,0,1.0,742.0,2004.0,Distance Learning,4.0,Alumnus (Specialist),Русский,1,2,Tolyatti,2020-12-25 09:32:20,university,"ТГУ (бывш. ТолПИ, филиал СГПУ)",False,False,0
92104,1,19.7.1995,0,1.0,99.0,2017.0,Full-time,4.0,Alumnus (Bachelor's),Русский;English,0,0,Moscow,2020-10-19 16:13:32,university,МГУ,False,False,1
28147,1,,1,1.0,2100.0,2015.0,Full-time,1.0,Alumnus (Bachelor's),Русский;Українська,0,0,Moscow,2020-11-10 08:26:53,university,НУ «ОЮА» (ОНЮА),False,False,1
64827,2,20.12,1,1.0,56.0,0.0,,0.0,Alumnus (Bachelor's),False,False,False,Domodedovo,2020-12-29 13:41:20,university,РосНОУ (ДФ),False,False,0
43991,2,11.11.1988,1,1.0,147.0,2008.0,Full-time,0.0,Alumnus (Specialist),Русский,0,0,Vladikavkaz,2020-07-09 01:27:17,,,False,False,0
90127,2,1.11.1989,1,1.0,206.0,2013.0,Full-time,4.0,Student (Bachelor's),Русский;English,6,2,Ryazan,2020-07-02 17:36:58,work,СТС,2003,False,0
44127,1,3.1.1990,0,1.0,716.0,2011.0,Full-time,1.0,Student (Bachelor's),Русский;English,6,5,Yaroslavl,2020-05-02 00:56:17,university,ЯГПУ им. К. Д. Ушинского (ЯГПИ),False,False,1
46000,2,6.10.1987,1,1.0,310.0,2016.0,Distance Learning,0.0,Student (Specialist),Русский,4,6,Saint Petersburg,2020-11-01 10:11:00,work,Планета Земля,1987,False,0
66527,2,31.8,1,1.0,49.0,2012.0,Distance Learning,5.0,Student (Bachelor's),Русский,False,False,Kremenchug,2020-04-30 10:50:38,work,Richo Polsca,2008,False,0
69871,2,,0,1.0,56.0,2007.0,Part-time,0.0,Alumnus (Specialist),Русский,False,False,Yekaterinburg,2020-07-16 07:31:34,university,УрГЮУ (бывш. УрГЮА),False,False,0
54237,2,,1,1.0,334.0,2014.0,Full-time,1.0,Alumnus (Specialist),Русский;Italiano,1,2,Evpatoria,2020-03-30 18:37:50,university,ХНУИ им. Котляревского,2014,2019,1
14031,2,9.8.1985,1,1.0,60.0,2008.0,Full-time,1.0,Alumnus (Specialist),Русский,4,2,Moscow,2020-06-25 19:23:08,work,МГТС,2003,False,0
24712,1,21.7.1983,0,1.0,708.0,2006.0,Full-time,4.0,Alumnus (Specialist),Русский,0,6,Moscow,2020-05-14 14:52:53,work,Музей истории Медицины МГМСУ им.А.И.Евдокимова,2018,False,1
85424,1,4.6.1988,0,1.0,169.0,2012.0,Distance Learning,0.0,Alumnus (Specialist),Русский,6,2,Sochi,2020-08-22 12:02:45,university,УрГПУ,2007,2020,1
97675,2,17.6.1920,0,1.0,89.0,1945.0,Full-time,1.0,PhD,English;Русский;العربية,8,1,Krasnodar,2020-10-30 21:26:24,university,КубГТУ,False,False,1
92627,2,2.5.1990,1,1.0,141.0,0.0,Full-time,0.0,PhD,Русский,False,False,Nur-Sultan/Astana,2020-06-06 17:17:59,,,False,False,0
13653,2,21.4,1,1.0,94.0,2010.0,Full-time,0.0,Student (Master's),False,1,2,Moscow,2020-03-25 00:54:34,university,University of Cambridge,False,False,1
26981,2,,0,1.0,410.0,2013.0,Full-time,4.0,Student (Specialist),Русский,1,2,Izhevsk,2020-04-13 09:41:32,work,"АО ""СРЗ""",2009,False,0
42352,1,22.3,1,1.0,293.0,2010.0,,0.0,Alumnus (Specialist),Русский,0,0,Kaliningrad,2020-04-08 07:20:30,university,ТюмГУ,False,False,1
75410,1,3.10.1988,0,1.0,398.0,2014.0,Distance Learning,0.0,Alumnus (Specialist),Русский,0,0,Perm,2020-09-01 14:01:28,work,GetJob - работа онлайн и в офисе,False,False,1
27325,1,2.8.1994,0,1.0,147.0,2018.0,Full-time,0.0,Alumnus (Master's),Русский;English,0,0,Moscow,2020-09-12 06:33:33,university,University of Edinburgh,False,False,0
68508,1,3.12.1991,0,1.0,394.0,2015.0,Full-time,1.0,Alumnus (Specialist),Українська;Русский;English,4,1,Toronto,2020-10-01 09:45:32,university,"ХНУРЭ (бывш. ХИРЭ, ХТУРЭ)",False,False,0
34622,1,22.10,0,1.0,83.0,1980.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,,2020-02-05 11:57:40,work,Калининградский морской рыбный порт,1985,False,1
47087,2,22.10.1978,1,1.0,75.0,2001.0,Full-time,4.0,Alumnus (Specialist),Русский,False,False,,2020-05-21 06:25:58,work,"ООО ""ПроектПоволжья""",2001,False,0
9545,1,8.3.1993,0,1.0,904.0,2015.0,Full-time,0.0,Student (Specialist),Русский;English;Татарча,1,2,Moscow,2020-04-24 22:43:33,university,УГНТУ,False,False,1
11366,1,,1,1.0,9.0,2010.0,Full-time,0.0,Alumnus (Bachelor's),False,False,False,Moscow,2020-07-23 11:48:56,work,Образовательный проект для студентов.Антиплагиат,2007,False,1
68405,2,1.4.1991,1,1.0,27.0,2013.0,Full-time,1.0,Student (Specialist),False,0,0,Moscow,2020-07-01 22:03:45,university,МАДИ,False,False,0
24016,2,26.4.1989,1,1.0,284.0,2015.0,Distance Learning,4.0,Student (Specialist),False,False,False,Zavolzhye,2020-08-07 08:10:34,university,ИГЭУ им. Ленина,False,False,0
69148,2,3.1,1,1.0,1050.0,2018.0,Full-time,7.0,Student (Specialist),False,6,5,,2020-01-25 08:07:49,university,СПбПУ Петра Великого (Политех),False,False,0
65502,2,14.5.1988,1,1.0,1060.0,0.0,Distance Learning,1.0,Alumnus (Specialist),Русский,False,False,Borisov,2020-12-23 04:05:31,work,"Реклама в группах ВК, Инсте, ОК. instagram.com/bylbaborisov/ ok.ru/bylbaborisov vk.com/bylbaborisov ОХВАТ ~100.000-150.000 чел",False,False,0
10365,1,7.5.1992,0,1.0,862.0,2015.0,,0.0,Alumnus (Bachelor's),Русский,0,0,Saint Petersburg,2020-07-17 21:40:34,work,СТС,False,False,1
3669,1,10.9.1991,0,1.0,267.0,2014.0,Full-time,0.0,Alumnus (Specialist),Русский,0,6,,2020-10-04 02:11:09,university,КФ СПбУ МВД РФ (бывш. КЮИ МВД РФ),False,False,1
63593,2,,0,1.0,341.0,0.0,Full-time,4.0,Student (Bachelor's),Русский,0,0,Rostov-on-Don,2020-08-09 18:13:16,university,ДГТУ,False,False,0
92461,2,11.3.1989,0,1.0,94.0,2011.0,Full-time,0.0,Alumnus (Specialist),Русский;English,6,6,Sterlitamak,2020-10-31 17:44:09,university,БашГУ (СФ),False,False,0
65131,2,16.10,1,1.0,220.0,2014.0,Full-time,4.0,Student (Specialist),False,0,0,Kazan,2020-04-12 18:35:02,university,КНИТУ-КАИ им. А. Н. Туполева,False,False,1
83547,2,2.1.1990,0,1.0,140.0,2012.0,Full-time,4.0,Alumnus (Specialist),Русский,5,2,Armavir,2020-12-02 07:48:54,university,АГПУ (бывш. АГПА),False,False,1
77931,1,21.10,1,1.0,225.0,0.0,,1.0,Alumnus (Specialist),Русский;English,6,6,Kislovodsk,2020-01-02 17:16:29,university,МИРЭА (до 2015),2010,2004,1
14679,2,8.9.1993,0,1.0,170.0,2015.0,Full-time,4.0,Student (Bachelor's),Русский;English;فارسی;한국어;Français,5,2,Vorotynets,2020-02-22 04:44:09,work,Hobby Hub | Миниатюра,False,False,0
36879,1,8.9,1,1.0,311.0,2013.0,Distance Learning,7.0,Undergraduate applicant,Русский,0,0,Remmash,2020-07-06 08:13:26,work,"""Адвекс-Московский"" - агентство недвижимости",False,False,1
42827,1,18.1,1,1.0,124.0,2009.0,Full-time,4.0,Student (Specialist),Русский,False,False,Odessa,2020-03-22 17:40:33,university,"ОНАПТ (бывш. ОГАПТ, ОТИПП им. Ломоносова)",False,False,1
65964,2,20.6.1988,1,1.0,354.0,1988.0,Part-time,0.0,PhD,Русский,1,2,,2020-05-18 11:22:07,work,Wintera - окна могут быть гордостью!,2014,False,0
58287,2,16.12.1989,1,1.0,65.0,2011.0,Full-time,0.0,Student (Bachelor's),False,False,False,Almaty,2020-06-16 17:20:39,university,КазНУ им. аль-Фараби (бывш. КазГУ им. Кирова),False,False,0
96748,2,,0,1.0,19.0,2008.0,Distance Learning,0.0,Alumnus (Bachelor's),False,False,False,Cherkassy,2020-02-18 21:21:01,university,УСЗ (ЧФ),False,False,0
19718,2,15.10,1,1.0,922.0,2014.0,Full-time,0.0,Student (Specialist),Русский,0,0,Krasnoyarsk,2020-02-10 15:21:43,university,"СГИИ (бывш. КГИИ, КГАМиТ)",2016,2019,1
53398,2,14.3.1979,0,1.0,258.0,2010.0,Distance Learning,4.0,Alumnus (Master's),Русский;English,6,0,Omsk,2020-07-25 08:17:17,university,ОмГУ им. Достоевского,False,False,0
51256,1,,1,1.0,364.0,2015.0,,0.0,Alumnus (Master's),False,False,False,Saint Petersburg,2020-03-24 00:57:49,university,СПбПУ Петра Великого (Политех),False,False,1
86728,1,10.5,1,1.0,605.0,2010.0,Full-time,0.0,Student (Bachelor's),Русский,6,2,Moscow,2020-02-27 02:25:35,work,"ООО ""Природа""",2011,2013,0
77183,2,9.9.1988,0,1.0,163.0,2009.0,Full-time,4.0,Alumnus (Bachelor's),Русский,0,0,Ulyanovsk,2020-02-18 03:22:35,university,УлГТУ,False,False,0
75163,2,31.1.1959,1,1.0,45.0,1986.0,Distance Learning,1.0,Alumnus (Master's),Русский,False,False,Toronto,2020-06-19 23:40:52,university,СЗТУ (бывш. СЗПИ),False,False,0
87602,1,1.1,0,1.0,340.0,2011.0,Full-time,0.0,Alumnus (Specialist),Русский;Ελληνικά;Беларуская;Башҡортса;Polski;Қазақша;English,0,2,,2020-07-15 09:24:15,university,ОмЭИ,2008,2013,1
74320,2,29.11.1983,0,1.0,79.0,2007.0,Full-time,1.0,Alumnus (Specialist),False,1,2,Omsk,2020-09-21 02:41:25,university,ОмГТУ,False,False,0
25,2,21.12.1991,0,1.0,93.0,2013.0,Full-time,0.0,Student (Specialist),Русский,0,0,Saint Petersburg,2020-11-20 01:39:10,university,ПсковГУ,False,False,0
52462,1,17.12,1,1.0,965.0,2017.0,Full-time,4.0,Student (Bachelor's),Русский;English;Français,1,0,Moscow,2020-05-08 21:13:30,work,Официальная группа ГБОУ Школа №2120,False,False,1
83101,2,31.8.1987,1,1.0,136.0,2009.0,Full-time,4.0,Alumnus (Specialist),False,0,0,Samara,2020-02-02 03:29:18,work,ММУ ГСП №1,2010,False,0
